id,x,y,sourceRadius,targetRadius,color,sourceX,targetX,sourceY,targetY,index,vy,vx
2742160,827.7188106736436,852.6029286335659,2,2,#d5ece6,300,900,300,900,5327,-0.005019385551555565,-0.009487233774325202
2742270,1046.4093374714757,843.8597268007445,2,2,#9ccadd,300,900,600,900,5328,-0.0026990807897193194,0.008003833905165464
2742330,918.6147807197923,551.7330180427886,1,1,#d5ece6,300,900,300,600,5329,-0.014597628702179346,0.014660051286626745
2742360,998.0229959817539,555.5838737400805,2,2,#d5ece6,300,900,300,600,5330,-0.0018267831901081174,0.007038106630711916
2742720,1037.6772262253362,831.887484589878,2,2,#9ccadd,300,900,600,900,5331,-0.0024143548522708633,0.006270165882771794
2742750,914.9103766886195,192.89252125457168,1,1,#d5ece6,300,900,300,300,5332,-0.004139319077354386,-0.00003191886003712902
2742780,851.5201054983536,749.9560210361232,1,1,#d5ece6,300,900,300,900,5333,-0.013313991268294962,0.002563046549014214
2744070,948.1973145855252,496.9580172560416,2,2,#d5ece6,300,900,300,600,5334,-0.00571850726040426,0.0024665343558423346
2744160,850.1841270196079,849.438344455404,1,2,#9ccadd,300,900,600,900,5335,-0.005645838364666395,-0.005265645171951991
2744190,931.5992984603123,223.92418543824434,1,1,#d5ece6,300,900,300,300,5336,-0.004758448463151145,0.002356920858694893
2745735,934.7614070704244,204.654963590019,1,1,#d5ece6,300,900,300,300,5337,-0.005732000047504511,0.0032120795245920417
2791445,798.9780479133907,316.66339323743097,1,1,#d5ece6,300,900,300,300,5338,0.0012265396012350327,-0.0072142567794579735
2791446,794.9296527890626,313.45294220095224,1,1,#d5ece6,300,900,300,300,5339,0.001238973874234835,-0.005796620922189441
2791447,947.1362004850831,294.6699828212967,1,1,#d5ece6,300,900,300,300,5340,-0.0007223589376460965,0.006913608910177929
2791448,812.8955670294938,658.9609361174223,1,1,#9ccadd,300,900,600,600,5341,0.004147419214389655,-0.004876123030610452
2791449,912.3883765917708,295.5537610058007,1,1,#d5ece6,300,900,300,300,5342,-0.0007151287389474403,0.001257094242443757
2791450,835.0100760998298,202.0936857295411,1,1,#d5ece6,300,900,300,300,5343,-0.0026344276485317825,-0.0012509584475707332
2791451,914.2936718604228,249.25885165170516,1,1,#d5ece6,300,900,300,300,5344,-0.0016148260828648619,0.0013585347722275458
2800360,895.3793858691981,403.6896149650941,1,1,#b394c9,300,900,900,300,5345,0.0036457930425086737,0.00022464002026453939
2800390,979.6426938047172,342.5345877829666,2,2,#d5ece6,300,900,300,300,5346,0.0021284412699517498,0.006556013057997584
2800420,923.0650673155155,606.1651912210941,1,1,#9ccadd,300,900,600,600,5347,-0.001430058392279354,0.0010944163771246102
2800450,764.5815367828523,1002.6866127030195,1,1,#b394c9,300,900,900,900,5348,0.0055706291201747405,-0.004675972266058892
2800510,788.5556428355596,994.4719320620359,1,1,#b394c9,300,900,900,900,5349,0.007541660927917436,-0.007728507282027619
2800540,873.4141428127315,1016.9353319061759,1,1,#b394c9,300,900,900,900,5350,0.008552378173155357,0.0006512043692242619
2800570,940.2326908750533,824.743888069636,1,1,#9ccadd,300,900,600,900,5351,-0.003024513035898366,0.007233080444200082
2800600,822.0862527034827,842.9799048482764,1,1,#b394c9,300,900,900,900,5352,-0.0064275182370995155,-0.007491140949099167
2800630,999.059681390777,916.8437815666507,2,2,#b394c9,300,900,900,900,5353,-0.0008852215653027247,0.008871548821295667
2800750,941.1261218721853,997.619241838027,2,2,#b394c9,300,900,900,900,5354,0.007855916554587852,0.004675919697757506
2800820,821.0495929779228,980.2034278509083,1,1,#9ccadd,300,900,600,900,5355,0.007314176264044306,-0.010776361187090988
2800840,863.9164849608517,1008.7822279798578,2,2,#b394c9,300,900,900,900,5356,0.01116153749053178,-0.0018621059370974402
2800870,1000.8633538604483,928.8341956928493,1,1,#b394c9,300,900,900,900,5357,-0.0077630243507650016,0.006100491796423221
2800900,904.7280763813726,667.1543026307121,2,2,#d5ece6,300,900,300,600,5358,0.005182974613706785,0.0011739612485519488
